"","text","retweet_count","favorited","truncated","id_str","in_reply_to_screen_name","source","retweeted","created_at","in_reply_to_status_id_str","in_reply_to_user_id_str","lang","listed_count","verified","location","user_id_str","description","geo_enabled","user_created_at","statuses_count","followers_count","favourites_count","protected","user_url","name","time_zone","user_lang","utc_offset","friends_count","screen_name","country_code","country","place_type","full_name","place_name","place_id","place_lat","place_lon","lat","lon","expanded_url","url"
"38","RT @NeilClark66: Nauseating hypocrisy yet again from the NeoCon Establishment. Silence on the genocide in #Yemen, silence on the Israeli ki…",621,FALSE,FALSE,"983631853956620288",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",FALSE,"Tue Apr 10 09:04:43 +0000 2018",NA,NA,"en",31,FALSE,"...am on the road to nowhere","101097304","""..most people are trying to do their best, and some people are doing their worst...we should try to have a little compassion..""..Jordan B Peterson",TRUE,"Sat Jan 02 00:48:25 +0000 2010",23082,753,13689,FALSE,NA,"rhoda roberts",NA,"en",NA,1706,"adhorstrebor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","António Guterres
@antonioguterres :
""..They require a thorough investigation by the @OPCW, without any restrictions… https://t.co/wubxC4kVwM",0,FALSE,TRUE,"983631853595873282",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",FALSE,"Tue Apr 10 09:04:43 +0000 2018",NA,NA,"en",59,FALSE," Praha Východ ","3078291514","básnírka/ literární prekladatelka z ceštiny/<U+043F><U+043E><U+044D><U+0442>(<U+043A><U+0430>), <U+043F><U+0435><U+0440><U+0435><U+0432><U+043E><U+0434><U+0447><U+0438><U+043A>/<U+0432> <U+0442><U+0432>. <U+043A><U+043E><U+043C><U+0430><U+043D><U+0434><U+0438><U+0440><U+043E><U+0432><U+043A><U+0435>/<U+0432><U+0435><U+0441><U+0435><U+043B> <U+0432><U+0435><U+0442><U+0435><U+0440> <U+0432> <U+0430><U+043F><U+0440><U+0435><U+043B><U+0435>/<U+0432> <U+0441><U+0435><U+0440><U+0435><U+0434><U+0438><U+043D><U+0435> <U+043D><U+0435><U+0434><U+0435><U+043B><U+0438>/<U+043D><U+0430> <U+043F><U+043B><U+0430><U+043D><U+0435><U+0442><U+0435> <U+0437><U+0435><U+043C><U+043B><U+044F>/<U+043E>-<U+043B><U+044F>-<U+043B><U+044F>:-)",FALSE,"Sat Mar 07 22:27:24 +0000 2015",43417,393,48809,FALSE,NA,"vltavska","Prague","ru",7200,78,"vltavskaja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://twitter.com/i/web/status/983631853595873282","https://t.co/wubxC4kVwM"
"40","RT @maryparsons656j: #NoWarInSyria thread

<ed><U+00A0><U+00BD><ed><U+00BA><U+00A8>All hands on deck to ensure your voice is heard<ed><U+00A0><U+00BD><ed><U+00BA><U+00A8>

Remind President Trump &amp; Congress there has n…",11,FALSE,FALSE,"983631857270042625",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Tue Apr 10 09:04:44 +0000 2018",NA,NA,"en",1,FALSE,"New York","1052026045","Just your local Rhodie lover who's Pro-Assad and a Fascist. My politics do not have to align with my interests so do not try to draw meaningless lines together<ed><U+00A0><U+00BD><ed><U+00B8><U+008F>",FALSE,"Tue Jan 01 07:01:46 +0000 2013",2451,97,11148,FALSE,"http://politcallyincorrectlife4me.tumblr.com/","Book & Musket<ed><U+00A0><U+00BD><ed><U+00B1><U+008C><ed><U+00A0><U+00BC><ed><U+00B7><U+00B5><ed><U+00A0><U+00BC><ed><U+00B7><U+00B1> <ed><U+00A0><U+00BC><ed><U+00B7><U+00B8><ed><U+00A0><U+00BC><ed><U+00B7><U+00BE>",NA,"en",NA,156,"ezmac310",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","RT @ScottLucas_EA: Opposition activists: #Russia personnel moved quickly into #Douma to clear evidence of #Assad regime's chemical attacks…",15,FALSE,FALSE,"983631857148485632",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Tue Apr 10 09:04:44 +0000 2018",NA,NA,"en",0,FALSE,"<U+041D><U+0430> <U+0417><U+0435><U+043C><U+043B><U+0435>","977115152473624576","<U+0423><U+0449><U+0443><U+0449><U+0438><U+0439> <U+0437><U+043D><U+0430><U+043D><U+0438><U+044F>",FALSE,"Fri Mar 23 09:29:41 +0000 2018",60,0,16,FALSE,NA,"Ne Spoko'ny'",NA,"ru",NA,9,"NySpoko",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","RT @tobiaschneider: In a visit to Hmeimim, Putin himself commended Suheil Hassan for his ""results-oriented"" approach. Hasssan's command pio…",8,FALSE,FALSE,"983631857907634177",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Apr 10 09:04:44 +0000 2018",NA,NA,"en",33,FALSE,"Beirut/Toronto","54577514","RTs might be endorsements. Or not. Guess.",TRUE,"Tue Jul 07 15:24:24 +0000 2009",23573,737,2045,FALSE,NA,"Omar","Central Time (US & Canada)","en",-18000,1199,"beirutwhat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","RT @DanielKorski: UK made a grave error over #Syria in 2013. It has cost lives, emboldened those who detest the international order and mad…",1,FALSE,FALSE,"983631858490597376",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Apr 10 09:04:44 +0000 2018",NA,NA,"en",1622,TRUE,"Held at a red signal","20159596","@ABC reporter, ex @BBCNews. Foreign affairs in my DNA. Both Scottish and Indonesian, therefore often confused. Views mine. https://keybase.io/juliamacfarlane",TRUE,"Thu Feb 05 16:06:57 +0000 2009",68353,69095,29533,FALSE,"http://abcnews.go.com","Julia Macfarlane","London","en",3600,1947,"juliamacfarlane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","Russia has figured out how to jam U.S. #Drones in #Syria, officials say https://t.co/xnLmokdFXZ",0,FALSE,FALSE,"983631858599714816",NA,"<a href=""http://Detik.com"" rel=""nofollow"">detikcom for Blackberry</a>",FALSE,"Tue Apr 10 09:04:44 +0000 2018",NA,NA,"en",277,FALSE,"United States","733246533156655104","All the #politic facts here, in one profile only. Keep you posted!",FALSE,"Thu May 19 10:42:51 +0000 2016",204801,31241,386,FALSE,NA,"Politics Newz","Pacific Time (US & Canada)","en",-25200,23919,"PolticsNewz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://goo.gl/uQxt7P","https://t.co/xnLmokdFXZ"
"45","RT @DerorCurrency: ""..to repudiate morality while laying claim to it.. to forget any fact that has become inconvenient..""

Orwell, 1984, on…",4,FALSE,FALSE,"983631859719471105",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",FALSE,"Tue Apr 10 09:04:45 +0000 2018",NA,NA,"en",15,FALSE,NA,"4760477832","Living on the edge of chaos is also an aesthetic choice: the acceptance of living joyously with the unpredictable, the new and the unknown.",FALSE,"Fri Jan 15 01:05:34 +0000 2016",8117,159,6236,FALSE,"http://georgtsapereaude.blogspot.com/","Georg Trappe","Bangkok","de",25200,171,"GeorgTrappe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","Because propaganda pushing. Proving once again that ALL MEDIA outlets do it. It's just a matter of how much and how… https://t.co/dVCvtthFrP",0,FALSE,TRUE,"983631859711082496",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Tue Apr 10 09:04:45 +0000 2018",NA,NA,"en",87,FALSE,"Houston Tx","193698236","Twitter is clearly at war with those who believe in #1A rights. So i will be spending most of my time at https://gab.ai/Blackdragon1984",FALSE,"Wed Sep 22 13:42:57 +0000 2010",47544,880,23056,FALSE,NA,"Blackdragon84","Pacific Time (US & Canada)","en",-25200,865,"Bdragon1984",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://twitter.com/i/web/status/983631859711082496","https://t.co/dVCvtthFrP"
"47","RT @TheNatlInterest: Syria Could Be Washington<U+0092>s Next Big Foreign Policy Failure https://t.co/82Dqnju7n1",1,FALSE,FALSE,"983631859803459584",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Tue Apr 10 09:04:45 +0000 2018",NA,NA,"en",637,FALSE,"India","53256946","Not trying to mend the world. Just watching and saying. RTs do not necessarily mean endorsement",FALSE,"Fri Jul 03 01:44:35 +0000 2009",27240,38359,1931,FALSE,"http://soodvikram.blogspot.com","Vikram Sood","New Delhi","en",19800,346,"Vikram_Sood",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://ow.ly/xHAI30jovcd","https://t.co/82Dqnju7n1"
"48","RT @antonioguterres: I am outraged by the recent reports of use of chemical weapons in Syria. They require a thorough investigation by the…",121,FALSE,FALSE,"983631861053378560",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Apr 10 09:04:45 +0000 2018",NA,NA,"en",7,FALSE,NA,"2203101945","Love for All Hatred for None",FALSE,"Sun Dec 01 12:49:15 +0000 2013",25341,208,10649,FALSE,NA,"Nabila",NA,"en",NA,296,"NJ_A_08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","@RT_russian S-400 waiting  for you US baby ....
  BREAKING F-22 Shot Down by S-400 over Syria
  https://t.co/KNjr3go1BT",0,FALSE,FALSE,"983631862504583168","RT_russian","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Tue Apr 10 09:04:45 +0000 2018","983620623900569600","338960856","en",3,FALSE,NA,"754756542994509824",NA,FALSE,"Sun Jul 17 19:15:57 +0000 2016",14034,311,33,FALSE,NA,"Tera","Pacific Time (US & Canada)","en",-25200,1777,"SnakeTera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.youtube.com/watch?v=9PFajtc5Ndk","https://t.co/KNjr3go1BT"
"50","RT @IngrahamAngle: Acc. to the “experts” we are supposed to never leave Syria, police their borders—and yet leave our borders open for cros…",6235,FALSE,FALSE,"983631863179702272",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",FALSE,"Tue Apr 10 09:04:45 +0000 2018",NA,NA,"en",3,FALSE,NA,"770128895823740928","I am into ATP Tennis and dogs horses, birds and cats.",TRUE,"Mon Aug 29 05:20:11 +0000 2016",30938,380,90426,FALSE,NA,"Moana",NA,"en",NA,385,"Moana125",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","RT @TheArabSource: Turkish military will withdraw from #Afrin when Syrian war ends: Deputy PM https://t.co/wk1B1mY7yt #Syria #Turkey",13,FALSE,FALSE,"983631863532093440",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Tue Apr 10 09:04:45 +0000 2018",NA,NA,"en",163,FALSE,"aranjuez","1735067082","Un obrero prejubilado de telefónica, comunista hasta la muerte.",TRUE,"Fri Sep 06 13:16:14 +0000 2013",240353,3236,56169,FALSE,NA,"mariano molina",NA,"es",NA,4993,"mmoli588",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://aml.ink/wd6l4","https://t.co/wk1B1mY7yt"
"52","RT @cuzzinharry: Syria suspected chemical attack? Why are none of the adults hosing down only children affected? Another Syrian rebel trick…",3,FALSE,FALSE,"983631863205023744",NA,"<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>",FALSE,"Tue Apr 10 09:04:45 +0000 2018",NA,NA,"en",77,FALSE,"Served with UK/USA/Canada/UK ","549988471","Cornishman. R'td Director Royal Navy. Ships and Operations.RFA. Psychology, 'human behaviour'!",TRUE,"Tue Apr 10 10:16:35 +0000 2012",120624,2893,39025,FALSE,NA,"cuzzinharry","London","en-gb",3600,2706,"cuzzinharry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","RT @KimSueQ: @SenJohnMcCain TOTALLY FAKE!!! This building is NOT in syria, but somewhere in Northern AZ ... Q says find exact location. Spi…",5,FALSE,FALSE,"983631865113382912",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Apr 10 09:04:46 +0000 2018",NA,NA,"en",2,FALSE,"Geneva, Switzerland","899890666658050048","Think for yourself and question authority.",TRUE,"Tue Aug 22 07:07:08 +0000 2017",3801,417,3809,FALSE,NA,"Who Benefits? <ed><U+00A0><U+00BD><ed><U+00B2><U+008E>","Pacific Time (US & Canada)","en",-25200,1310,"MikeRotch2818",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","How about..we make sure we KNOW who's actually responsible for the chemical attack in Syria before taking military… https://t.co/Pc4gZmqgHJ",0,FALSE,TRUE,"983631865671307264",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Tue Apr 10 09:04:46 +0000 2018",NA,NA,"en",0,FALSE,NA,"2968358273",NA,TRUE,"Thu Jan 08 19:11:16 +0000 2015",848,22,197,FALSE,NA,"Cavin",NA,"en",NA,40,"Cavin63",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://twitter.com/i/web/status/983631865671307264","https://t.co/Pc4gZmqgHJ"
"55","RT @McFaul: Important point.  Why did Russia do this? https://t.co/htEZL8u4xn",58,FALSE,FALSE,"983631865696456704",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Tue Apr 10 09:04:46 +0000 2018",NA,NA,"en",40,FALSE,"irelande del norte","116435284","eclectic skills set -corporate uk & ireland business stability -security consultant - active shooter & personal safety-avatar from my first twitter tweet read!",TRUE,"Mon Feb 22 12:47:22 +0000 2010",50842,1183,30863,FALSE,NA,"williamjcarville",NA,"en",NA,2713,"williamjcarvill",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://twitter.com/carlbildt/status/983294570657206272","https://t.co/htEZL8u4xn"
"56","RT @JoseeMburu: Todays 10 sure odds are available. Fixed games and no chance of losing Whatsapp/text me 0716853205 to get them @100 bob onl…",1,FALSE,FALSE,"983631869697720321",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Tue Apr 10 09:04:47 +0000 2018",NA,NA,"en",0,FALSE,"Nairobi, Kenya","977857460345212929","News  Lifestyle",FALSE,"Sun Mar 25 10:39:21 +0000 2018",287,16,290,FALSE,NA,"Nigel Walters",NA,"en",NA,56,"NigelWalters14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","RT @HerryRodin: What kind of world do we want to live in? Hey #Putin and #Assad, STOP <ed><U+00A0><U+00BD><ed><U+00BB><U+0091>bombing the civilians trapped in besieged Eastern Gh…",46,FALSE,FALSE,"983631870674923520",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",FALSE,"Tue Apr 10 09:04:47 +0000 2018",NA,NA,"en",652,FALSE,"Indonesia","3238922101","Compassion for the poor and the oppressed #humanrights",FALSE,"Sun Jun 07 13:30:45 +0000 2015",188444,9172,88140,FALSE,NA,"Free Them All","Pacific Time (US & Canada)","en",-25200,3329,"HerryRodin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","RT @iowahawkblog: Man, I really wouldn't want to be an aspirin factory in Syria right now",98,FALSE,FALSE,"983631871564242944",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Tue Apr 10 09:04:47 +0000 2018",NA,NA,"en",0,FALSE,NA,"1938888841",NA,FALSE,"Sat Oct 05 21:11:28 +0000 2013",939,37,9992,FALSE,NA,"Chase Moulder","Eastern Time (US & Canada)","en",-14400,11,"chase_moulder",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","I would rather the UK Government spent money combating child poverty and helping negate the need for food banks, th… https://t.co/vB3jMBKBQx",0,FALSE,TRUE,"983631871463624704",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Tue Apr 10 09:04:47 +0000 2018",NA,NA,"en",2,FALSE,"Narnia","858705038801330177","Hello darkness, my old friend. Betwixt and Between. Neither here, nor there. Pro Kindness. Love fashion and pretty shiny things.",FALSE,"Sun Apr 30 15:30:10 +0000 2017",781,113,282,FALSE,NA,"JoJo","Pacific Time (US & Canada)","en",-25200,344,"jojo_entropic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://twitter.com/i/web/status/983631871463624704","https://t.co/vB3jMBKBQx"
"60","RT @Qunfuz1: So speaks the destroyer of Chechnya, the crusher of Georgia, the shredder of the Ukraine, the swallower of Crimea, the mass-mu…",70,FALSE,FALSE,"983631871736238080",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Apr 10 09:04:47 +0000 2018",NA,NA,"en",310,FALSE,NA,"471941936","writer and broadcaster",TRUE,"Mon Jan 23 12:30:45 +0000 2012",98999,14928,8734,FALSE,NA,"Rana Kabbani",NA,"fr",NA,173,"RanaKabbani54",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","RT @mestrate: MENA <ed><U+00A0><U+00BC><ed><U+00B7><U+00B8><ed><U+00A0><U+00BC><ed><U+00B7><U+00BE> <ed><U+00A0><U+00BC><ed><U+00B7><U+00AE><ed><U+00A0><U+00BC><ed><U+00B7><U+00B7> <ed><U+00A0><U+00BC><ed><U+00B7><U+00AE><ed><U+00A0><U+00BC><ed><U+00B7><U+00B1> Iran-Israel Conflict Escalates in Shadow of Syrian Civil War https://t.co/XMq27Eiin0",2,FALSE,FALSE,"983631871950147584",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Apr 10 09:04:47 +0000 2018",NA,NA,"en",396,FALSE,NA,"553821529","Middle East Strategic Perspectives is a Beirut-based political risk consultancy.   Geopolitics, Defense, Security, Health, Energy (focus Lebanese Oil & Gas)",FALSE,"Sat Apr 14 20:39:21 +0000 2012",41350,25011,22628,FALSE,"http://www.mesp.me/","Middle East Strategic Perspectives","Athens","en",10800,19014,"mestrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.nytimes.com/2018/04/09/world/middleeast/syria-russia-israel-air-base.html","https://t.co/XMq27Eiin0"
"62","RT @AndrewSarega: Obama sent Iran $1.7B in cash
Obama allowed Isis to grow in Syria &amp; Iraq
Obama allowed NK to expand its missile program
O…",1304,FALSE,FALSE,"983631872507826177",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Tue Apr 10 09:04:48 +0000 2018",NA,NA,"en",7,FALSE,"United States","834887173174267904","#God #Country #Family #Capitalist #Conservative #Judeo-Christian #Buddhist #Artist #Reader
NYU MA 
WWU BA",TRUE,"Thu Feb 23 22:06:28 +0000 2017",36817,2246,66400,FALSE,NA,"QuestionEverything",NA,"en",NA,4000,"Sueelizabethar2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","RT @ReutersWorld: Russia sees no threat of U.S.-Russia armed clash in Syria: report https://t.co/xTGkZugjvP",6,FALSE,FALSE,"983631872902254592",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Tue Apr 10 09:04:48 +0000 2018",NA,NA,"en",80,FALSE,"world<ed><U+00A0><U+00BC><ed><U+00BC><U+008D>","294420427","<U+041D><U+0435><U+0442> <U+043D><U+0438><U+0447><U+0435><U+0433><U+043E> <U+0445><U+0443><U+0436><U+0435> <U+043A><U+043E><U+0433><U+0434><U+0430> <U+0431><U+044B><U+043B> <U+0448><U+0430><U+043D><U+0441>, <U+0430> <U+0442><U+044B> <U+0438><U+043C> <U+043D><U+0435> <U+0432><U+043E><U+0441><U+043F><U+043E><U+043B><U+044C><U+0437><U+043E><U+0432><U+0430><U+043B><U+0441><U+044F>.  (Warning !!! - the bitter truth, the wicked satire and hard banter )",TRUE,"Sat May 07 03:42:34 +0000 2011",158319,7512,6638,FALSE,NA,"Andrey <ed><U+00A0><U+00BC><ed><U+00BC><U+0090><ed><U+00A0><U+00BD><ed><U+00B1><U+0080>","Tbilisi","ru",14400,1446,"andrey_tlt_63",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://reut.rs/2qmoff5","https://t.co/xTGkZugjvP"
"64","RT @antonioguterres: I am outraged by the recent reports of use of chemical weapons in Syria. They require a thorough investigation by the…",123,FALSE,FALSE,"983631873057402880",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Tue Apr 10 09:04:48 +0000 2018",NA,NA,"en",7,FALSE,NA,"2499532784",NA,FALSE,"Fri May 16 18:38:47 +0000 2014",17063,312,642,FALSE,NA,"<U+0412><U+043B><U+0430><U+0434><U+0438><U+043C><U+0438><U+0440> <U+041C><U+043E><U+043B><U+043E><U+0434><U+0446><U+043E><U+0432> <U+2B50>","Volgograd","ru",10800,250,"stashinnskiy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","RT @KarnaMikko: Disgrace to #EU, that @eucopresident and @EUinBCN are silent, while #Spain is taking more political prisoners in #Catalonia…",364,FALSE,FALSE,"983631873497862144",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Tue Apr 10 09:04:48 +0000 2018",NA,NA,"en",11,FALSE,"Argentona, Catalunya","150422747",NA,TRUE,"Mon May 31 22:21:35 +0000 2010",13004,159,2252,FALSE,NA,"Ferran Lindström <ed><U+00A0><U+00BD><ed><U+00B2><U+009B>",NA,"en",NA,330,"ferranl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","RT @HootHootBerns: World War 3 footsie over Syria. If ""humanitarian"" regime change is so important, why are we doing this shit as we ignore…",6,FALSE,FALSE,"983631873640402945",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Tue Apr 10 09:04:48 +0000 2018",NA,NA,"en",53,FALSE,"St. John's, NL","15235091","Music enthusiast, avid reader, news junkie. Activist. Humanist.",FALSE,"Wed Jun 25 18:58:29 +0000 2008",34715,1056,49968,FALSE,NA,"Uber Alt-Leftist <ed><U+00A0><U+00BD><ed><U+00B2><U+009A><ed><U+00A0><U+00BC><ed><U+00BC><U+00B9><ed><U+00A0><U+00BC><ed><U+00B7><U+00A8><ed><U+00A0><U+00BC><ed><U+00B7><U+00A6>","Newfoundland","en",-9000,1535,"stardustnf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","RT @EmbassyofRussia: Russian MoD investigates #DoumaProvocation, sheds light on the situation: All soil test results from Douma, #Syria hav…",110,FALSE,FALSE,"983631874651193344",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Tue Apr 10 09:04:48 +0000 2018",NA,NA,"en",14,FALSE,"United Kingdom","725798285051568128","it's no longer a matter of voting Labour or Tory. The real choice is - Do you vote Establishment or do you vote for humanity and the Plebs?",TRUE,"Thu Apr 28 21:26:10 +0000 2016",3879,361,3946,FALSE,NA,"robert evans","Pacific Time (US & Canada)","en-gb",-25200,816,"welshrobert991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","RT @thepileus: Both Assad &amp; Saudi Arabia commit war crimes yet why is there a call to bomb Syria but not to bomb Saudi Arabia? 

Well becau…",54,FALSE,FALSE,"983631874923941888",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Tue Apr 10 09:04:48 +0000 2018",NA,NA,"en",55,FALSE,"OmniPresent","2385669854","IF MUSIC BE THE FOOD OF LOVE ~ THEN LET US FEAST ~ LOVE I AND BE LOVED ~ I STAND WITH PALESTINIANS #BDS #JahRiddim #OneLove #Rebecca",FALSE,"Wed Mar 12 18:49:23 +0000 2014",54278,8444,29098,FALSE,NA,"WayneMac 4 Palestine","London","en",3600,7908,"CubaMac24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","RT @Ian56789: .@ggreenwald falsely blames Assad for the patently obvious #FalseFlag by al-Qaeda terrorists in #Douma, but then says interve…",45,FALSE,FALSE,"983631875129380864",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Tue Apr 10 09:04:48 +0000 2018",NA,NA,"en",35,FALSE,NA,"2377739384","Canadian love fishing / wildlife / geo-politics/ pro Russia pro Syria  blocked by terror apologist @clarissaward/chump @mchancecnn/c.hawk @IntelCrab",FALSE,"Fri Mar 07 22:35:11 +0000 2014",29776,137,4973,FALSE,NA,"Jamie Roc",NA,"en",NA,281,"jamie_roc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","RT @big_goddy: @ColumbiaBugle @TuckerCarlson Probably the most profound take on this near obsession in the West to rush into another foolis…",15,FALSE,FALSE,"983631875523665920",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Tue Apr 10 09:04:48 +0000 2018",NA,NA,"en",0,FALSE,NA,"950195357006422017",NA,FALSE,"Mon Jan 08 02:40:01 +0000 2018",8,0,1,FALSE,NA,"Hugo Nichols","Pacific Time (US & Canada)","en",-25200,72,"HugoNichols5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","Upcoming war in Syria puts appointing Bolton, poisoning in Salisbury and chemical attack in Douma into a new perspe… https://t.co/wlFAh72DGd",0,FALSE,TRUE,"983631876035358720",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Tue Apr 10 09:04:48 +0000 2018",NA,NA,"en",4,FALSE,NA,"918971682","fan of Radiohead, Sigma Olomouc, Steinbeck, Sid Maier, Freakonomics and (13) things that don't make sense",FALSE,"Thu Nov 01 13:08:04 +0000 2012",1406,56,946,FALSE,NA,"M. Ciprys",NA,"en",NA,243,"mciprys",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://twitter.com/i/web/status/983631876035358720","https://t.co/wlFAh72DGd"
"72","RT @TeamTrumpRussia: The #Russian military police reached the area of alleged chemical attack in #Syria #Douma. Local residents say that th…",602,FALSE,FALSE,"983631875817209857",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Tue Apr 10 09:04:48 +0000 2018",NA,NA,"en",0,FALSE,"Abuja, Nigeria","868589741591154688","An apt pupil...
Researcher in International Affairs & Strategic Studies..
And a Diplomat by profession#  
#NFS!
#Patriot
Retweet not endorsement!",FALSE,"Sat May 27 22:08:26 +0000 2017",17113,221,7810,FALSE,NA,"ABDALLAH",NA,"en",NA,855,"abdoolcicero",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","RT @Comunardo: #VintageTweet of a (now) blackmailed President https://t.co/i7xF7WTcCZ",18,FALSE,FALSE,"983631877348249600",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",FALSE,"Tue Apr 10 09:04:49 +0000 2018",NA,NA,"en",0,FALSE,"Italia ","964278129706586113","GRRR",FALSE,"Thu Feb 15 23:19:56 +0000 2018",49,2,112,FALSE,NA,"Sampetri",NA,"it",NA,34,"Sampetria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://twitter.com/realdonaldtrump/status/375307391635451904?s=21","https://t.co/i7xF7WTcCZ"
