"","text","id_str"
"191","Russia warns US response to Syria 'chemical weapons' attack could be met by 'grave repercussions'..#Russia..#Syria.… https://t.co/j0SZr9Gsqx","983631993383608321"
"192","Well at least Corbyn’s finally reached out to some voters on a different part of the political spectrum... https://t.co/R38nnor4mW","983631993832460288"
"193","RT @doamuslims: Massacre: Over 100 civilians (entire families) were gassed <U+2623> to death and 1000 cases of suffocation today after warplanes b…","983631998802472961"
"194","Syria: What comes after the latest 'chemical attack' provocation? https://t.co/GGKS0WZmLJ via @YouTube","983631999079399424"
"195","RT @birdman8272: Will President Trump make Syria pay with a major military action?

Please Vote and Retweet!","983631999628791810"
"196","Turkish military operation will continue in Afrin - Turkish Defense Minister   https://t.co/ztt6ANBrKV","983631999603757056"
"197","RT @Eleanora13th: @LizCrokin Anons are working on those photos and to see what they really may be doing there its more horrifying than word…","983632000262266881"
"198","RT @Partisangirl: Riots broke out in #Douma after families expecting the release of 4000 civilian hostages were shocked when only 200 came…","983632000979521536"
"199","RT @DerbyChrisW: With the drums of war beating from the Whitehouse to Westminster, this timely article by @skwawkbox is a must read.
#GiveP…","983632000551661568"
"200","#BREAKING  #URGENT: #US, other countries refuse to face reality in alleged #Syria chemical attack case… https://t.co/u1uhVYMRCR","983631999847059456"
"201","RT @foxandfriends: House Homeland Security Chairman: In Syria We Must Punish Assad, Iran, Russia, and Destroy ISIS https://t.co/lpTrlAZfBr","983632001545547777"
"202","Keep asking for intervention, but no clean plan how or what for the aftermath https://t.co/hcUEybG4gB","983632002002763782"
"203","RT @AsafRonel: #update: Iran now says 6 Iranians killed in the Israeli airstrike on the T4 base in Syria https://t.co/BeUSzNjB50","983632002753671168"
"204","Horse shoe. Hard left/ hard right: can’t get a fag paper between them. https://t.co/cXyL7WoTD5","983632004842512385"
"205","RT @WASBAPPIN: Glad all the ""anti-interventionists"" are against this, too, and want to ""cooperate"" with Putin instead. They are all just fa…","983632005425389568"
"206","RT @thevocaleurope: <ed><U+00A0><U+00BD><ed><U+00B4><U+00B4> IMPORTANT |

""If it is #Russia, if it is #Syria, if it is #Iran, if it is all of them together, we'll figure it out a…","983632005358374913"
"207","RT @LizSly: “Marie Colvin was a dog and now she’s dead”: the Syrian general who ordered the mortar salvo that killed her in Homs, according…","983632005291274240"
"208","RT @medialens: Here's your cuddly, liberal, left-leaning Guardian demanding yet another war:

'It’s time for Britain and its allies to take…","983632008072060928"
"209","@Becky91663 If the West intervenes the globalists will use it as an argument to flood the West with immigrants.

We… https://t.co/0vZEhPmKBE","983632009296777216"
"210","RT @ikhras: US regime journalist @fpleitgenCNN just referred to Syrian civilians, including men, women and children, kidnapped by the #Saud…","983632010445860864"
"211","RT @AlArabiya_Eng: OPINION: Killing people as if they are insects. Columnist @aalrashed writes on the #Syria chemical attack https://t.co/b…","983632010928443392"
"212","RT @Liveuamap: (It's about potential action from Mediterranean Sea into Syria) https://t.co/EtQkzsz7Ug","983632010949296129"
"213","RT @AlArabiya_Eng: OPINION: Killing people as if they are insects. Columnist @aalrashed writes on the #Syria chemical attack https://t.co/b…","983632011440029696"
"214","RT @chelleryn99: On Radio 4's World Tonight, @CPhilpOfficial got very defensive when @DerbyChrisW says if the govt really wanted peace in S…","983632013403000833"
"215","RT @TravisRuger: Maybe for we didn’t perpetually bomb the world countries wouldn’t hate us.        #MondayMotivation #Assad #Syria #Maddow…","983632013965053952"
"216","@realDonaldTrump Sir, I hope you verify the use of chemicals in Syria; if Assad's army has the city surrounded why… https://t.co/T2uyZeKPqt","983632015118434305"
"217","#BREAKING  #URGENT: #US, other countries refuse to face reality in alleged #Syria chemical attack case… https://t.co/ZpXahz99gU","983632016976605184"
"218","RT @tribelaw: The man who ranted incoherently about the warranted FBI raid into his fixer’s premises at the start of a War Cabinet meeting…","983632018662744064"
"219","Journalist Marie Colvin was killed in Homs in 2012. Her family filed suit in US against Syrian regime. Yesterday la… https://t.co/dAecNEwkj7","983632019799379968"
"220","RT @FearDept: We don't care about our own citizens. Why would we care about Syrians?  https://t.co/hTwUX7pSfA","983632019870625792"
"221","RT @KarnaMikko: Disgrace to #EU, that @eucopresident and @EUinBCN are silent, while #Spain is taking more political prisoners in #Catalonia…","983632021166620672"
"222","I liked a @YouTube video https://t.co/2fGlTbJdAd Should the USA Attack Syria? A Tale of Two Trumps","983632021560807425"
"223","RT @syrianconst: One More #US Warship Heading Towards #Syria
 https://t.co/FhZPAVbTTI","983632022093561856"
"224","RT @Liveuamap: Air Defense of Russian Black Sea Fleet has declared combat alert https://t.co/hAkdEjBTXR via @AJABreaking #Syria #Ukraine ht…","983632022504706048"
"225","RT @ajplus: At least 70 people, mostly women and children, were killed in a suspected chemical attack in Douma, Syria. https://t.co/lxGFkgA…","983632023167250433"
"226","RT @wisermann: @BasedMonitored @NOWARSFORISRAEL Israel wants US to fully destroy Syria like Iraq and Libya were for this plan https://t.co/…","983632023368560640"
"227",".@SputnikInt reports Israel Amb. In moscow has been summoned to the Russian foreign ministry in response to yesterd… https://t.co/gwpMucgag0","983632024442408960"
"228","'Highly likely' poisoning by #Russia; 'suspected' chemical attack by #Syria - is evidence now completely irrelevant… https://t.co/AZfENlYXX5","983632025029574658"
"229","RT @ShopgirlAlic: Good thing @realdonaldtrump was never critical of Obama's decisions regarding #Syria. It might be embarrassing now. It's…","983632025671348224"
"230","RT @EmbassyofRussia: The #DoumaProvocation in #Syria is the crudest one yet. @mod_russia &amp; @mfa_russia have several times and well in advan…","983632027328139264"
"231","RT @Malcolmite: assad regime has used CW’s since 2012 multiple times https://t.co/jNudo6IA1W","983632027994898432"
"232","RT @FoxNews: “We are on the edge of a dangerous precipice.”

On Monday, U.S. Ambassador to the United Nations @nikkihaley slammed Syria fol…","983632027873357825"
"233","RT @walid970721: Maybe those westerners who are naive enough to believe that the #Syria/n govt used chemical weapons in #Douma when it was…","983632028263477248"
"234","RT @MFATurkey: Civilians returning their villages to rebuild their lives thanks to #OperationOliveBranch tell how PKK/PYD-YPG terrorists ru…","983632028674510848"
"235","RT @wikileaks: WikiLeaks issues a US$100,000 reward for confidential official information (intercepts, reports) showing to who is responsib…","983632029362384896"
"236","RT @USuncutMN: The latest Shame on ALEC Corporatocracy Racket! https://t.co/y9bqHhA9RV Thanks to @Sarah__Reynolds @mycarlisle @redtiki2015…","983632030318678016"
"237","https://t.co/Hw91X6Jqs0    You must be so proud...@ChiOnwurah - #NewcastleUponTyne #northeasthour Nick Griffin supports Corbyn.","983632030415163392"
"238","RT @JamesStevenHal1: Here are the links!

https://t.co/ycZop0QEt8

https://t.co/4gEkKm4tnx

https://t.co/5YgfGXNplc

https://t.co/dG8yPgNNW…","983632031971069952"
"239","RT @benjaminhaddad: Why France needs to strike Syria (with or without the US). My latest in @ForeignPolicy 
https://t.co/uON01fdQ7K","983632032247971840"
"240","RT @leftiblog: Given that Syria has no reasonable motive for a chemical attack, &amp; every motive NOT to conduct such an attack, an extremely…","983632032499732480"
"241","RT @westland_will: Tucker Carlson (@TuckerCarlson) delivered a brilliant #AmericaFirst message against war in Syria. 

Everyone should watc…","983632035003674624"
"242","RT @JackPosobiec: Trump supporter poll on Syria

Pick one:","983632036710830081"
"243","RT @anteebah_alSham: SAA/pro-ASSad militias terrorists shelled heavy artillery targeting #Zakat town, unknown casualties among civilians so…","983632037650354177"
"244","RT @AJEnglish: We look at the chemical weapons used to attack rebel-held areas in Syria since 2013 https://t.co/KAYq8N89K9 https://t.co/AuA…","983632038086443008"
"245","RT @ELINTNews: #BREAKING: The USS Donald Cook has just taken position off the coast of Syria with multiple Russian warplanes harassing and…","983632038153588736"
"246","RT @DougSides: <ed><U+00A0><U+00BD><ed><U+00B2><U+00A5>Impossible For Syria To Use Chemical Weapons Because Susan Rice Told Is Obama Got Them All Out...
<ed><U+00A0><U+00BD><ed><U+00B1><U+0089><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC>Now we are told Syria s…","983632039483080706"
"247","RT @Ventuckyspaz: @freedomrideblog Which would be none. I hope leftists speak out against war with Syria as much as I see MAGA and libertar…","983632041043345408"
"248","RT @foxandfriends: Should the U.S. take action against Syria for their reported use of deadly chemical weapons?","983632043534901248"
"249","President Trump Threatens to Strike Syria Over Chemical Weapons Attack… https://t.co/VhILkkBejJ ExcitingAds! News","983632043203428352"
"250","Stay the fuck out of Syria filthy Yankees #NoWarInSyria","983632044491075584"
"251","RT @pete_sinclair: Assad is a bastard. Putin is a bastard. Trump is a bastard. Erdogan is a bastard. Netanyahu is a bastard. ISIS are basta…","983632044180860930"
"252","Islamic Syria has problems but we have no control over there No war for US <ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8> They want to be having radical Islam… https://t.co/I64FFH1nC9","983632047976611841"
